kor,eng
건현,"Geonhyeon, Gunhyun, Gunhyoun"
건협,"Geonhyeob, Gunhyub, Gunhyoub"
건형,"Geonhyeong, Gunhyung, Gunhyoung"
건혜,"Geonhye, Gunhye"
건호,"Geonho, Gunho"
건홍,"Geonhong, Gunhong"
건화,"Geonhwa, Gunhoa"
건환,"Geonhwan, Gunhoan"
건회,"Geonhoe, Gunhoi"
건효,"Geonhyo, Gunhyo"
건후,"Geonhoo, Geonhu, Gunhoo, Gunhu"
건훈,"Geonhoon, Geonhun, Gunhoon, Gunhun"
건훤,"Geonhwon, Gunhuon"
건휘,"Geonhwi, Gunhwi"
건휴,"Geonhyu, Gunhyu"
건휼,"Geonhyul, Gunhyul"
건흠,"Geonheum, Gunhum"
건흥,"Geonheung, Gunhung"
건희,"Geonhui, Gunhui"
걸,"Geol, Gul"
걸로,"Geolro, Gulro"
걸리,"Geolri, Gulri"
걸묵,"Geolmook, Geolmuk, Gulmoock, Gulmuck, Gulmoog, Gulmug"
걸민,"Geolmin, Gulmin"
걸봉,"Geolbong, Gulbong"
걸비,"Geolbi, Gulbi"
걸완,"Geolwan, Guloan"
걸음,"Geoleum, Gulum"
걸평,"Geolpyeong, Gulpyung, Gulpyoung"
걸현,"Geolhyeon, Gulhyun, Gulhyoun"
걸호,"Geolho, Gulho"
걸후,"Geolhoo, Geolhu, Gulhoo, Gulhu"
걸휘,"Geolhwi, Gulhwi"
검,"Geom, Gum"
검돌,"Geomdol, Gumdol"
검란,"Geomran, Gumran"
검랑,"Geomrang, Gumrang"
검모,"Geommo, Gummo"
검무,"Geommoo, Geommu, Gummoo, Gummu"
검미,"Geommi, Gummi"
검보,"Geombo, Gumbo"
검빈,"Geombin, Gumbin"
검상,"Geomsang, Gumsang"
검서,"Geomseo, Gumsu"
검성,"Geomseong, Gumsung"
검소,"Geomso, Gumso"
검송,"Geomsong, Gumsong"
검수,"Geomsoo, Geomsu, Gumsoo, Gumsu"
검순,"Geomsoon, Geomsun, Gumsoon, Gumsun"
검승,"Geomseung, Gumsung"
검열,"Geomyeol, Gumyul, Gumyoul"
검우,"Geomoo, Geomu, Gumoo, Gumu"
검원,"Geomwon, Gumuon"
검윤,"Geomyun, Gumyun"
검은,"Geomeun, Gumun"
검일,"Geomil, Gumil"
검재,"Geomjae, Gumjae"
검제,"Geomje, Gumje"
검주,"Geomjoo, Geomju, Gumjoo, Gumju"
검준,"Geomjoon, Geomjun, Gumjoon, Gumjun"
검지,"Geomji, Gumji"
검찬,"Geomchan, Gumchan"
검창,"Geomchang, Gumchang"
검채,"Geomchae, Gumchae"
검표,"Geompyo, Gumpyo"
검하,"Geomha, Gumha"
검휴,"Geomhyu, Gumhyu"
검희,"Geomhui, Gumhui"
게리,Geri
게바,Geba
게빈,Gebin
게윈,Gewin
게이,Gei
겐,Gen
겐신,Gensin
겐지,Genji
겐타,Genta
겨라,"Gyeora, Gyura, Gyoura"
겨레,"Gyeore, Gyure, Gyoure"
겨루,"Gyeoroo, Gyeoru, Gyuroo, Gyuru, Gyouroo, Gyouru"
겨리,"Gyeori, Gyuri, Gyouri"
겨슬,"Gyeoseul, Gyusul, Gyousul"
겨온,"Gyeoon, Gyuon, Gyouon"
겨운,"Gyeowoon, Gyuwoon, Gyouwoon"
겨울,"Gyeowool, Gyuwool, Gyouwool"
겨움,"Gyeowoom, Gyuwoom, Gyouwoom"
격,"Gyeok, Gyuck, Gyoug"
격민,"Gyeokmin, Gyuckmin, Gyougmin"
격우,"Gyeokoo, Gyeoku, Gyuckoo, Gyucku, Gyougoo, Gyougu"
격찬,"Gyeokchan, Gyuckchan, Gyougchan"
격호,"Gyeokho, Gyuckho, Gyougho"
견,"Gyeon, Gyun, Gyoun"
견경,"Gyeongyeong, Gyungyung, Gyoungyoung"
견관,"Gyeongwan, Gyungoan, Gyoungoan"
견규,"Gyeongyu, Gyungyu, Gyoungyu"
견나,"Gyeonna, Gyunna, Gyounna"
견뉴,"Gyeonnyu, Gyunnyu, Gyounnyu"
견대,"Gyeondae, Gyundae, Gyoundae"
견두,"Gyeondwoo, Gyundwoo, Gyoundwoo"
견란,"Gyeonran, Gyunran, Gyounran"
견록,"Gyeonrok, Gyunrock, Gyounrog"
견률,"Gyeonryul, Gyunryul, Gyounryul"
견명,"Gyeonmyeong, Gyunmyung, Gyounmyoung"
견모,"Gyeonmo, Gyunmo, Gyounmo"
견무,"Gyeonmoo, Gyeonmu, Gyunmoo, Gyunmu, Gyounmoo, Gyounmu"
견문,"Gyeonmoon, Gyeonmun, Gyunmoon, Gyunmun, Gyounmoon, Gyounmun"
견미,"Gyeonmi, Gyunmi, Gyounmi"
견민,"Gyeonmin, Gyunmin, Gyounmin"
견범,"Gyeonbeom, Gyunbum, Gyounbum"
견봉,"Gyeonbong, Gyunbong, Gyounbong"
견비,"Gyeonbi, Gyunbi, Gyounbi"
견빈,"Gyeonbin, Gyunbin, Gyounbin"
견사,"Gyeonsa, Gyunsa, Gyounsa"
견서,"Gyeonseo, Gyunsu, Gyounsu"
견성,"Gyeonseong, Gyunsung, Gyounsung"
견세,"Gyeonse, Gyunse, Gyounse"
견수,"Gyeonsoo, Gyeonsu, Gyunsoo, Gyunsu, Gyounsoo, Gyounsu"
견숙,"Gyeonsook, Gyeonsuk, Gyunsoock, Gyunsuck, Gyounsoog, Gyounsug"
견심,"Gyeonsim, Gyunsim, Gyounsim"
견아,"Gyeona, Gyuna, Gyouna"
견영,"Gyeonyeong, Gyunyung, Gyounyoung"
견오,"Gyeono, Gyuno, Gyouno"
견온,"Gyeonon, Gyunon, Gyounon"
견용,"Gyeonyong, Gyunyong, Gyounyong"
견우,"Gyeonoo, Gyeonu, Gyunoo, Gyunu, Gyounoo, Gyounu"
견욱,"Gyeonook, Gyeonuk, Gyunoock, Gyunuck, Gyounoog, Gyounug"
견운,"Gyeonoon, Gyeonun, Gyunoon, Gyunun, Gyounoon, Gyounun"
견울,"Gyeonool, Gyeonul, Gyunool, Gyunul, Gyounool, Gyounul"
견웅,"Gyeonoong, Gyeonung, Gyunoong, Gyunung, Gyounoong, Gyounung"
견원,"Gyeonwon, Gyunuon, Gyounuon"
견유,"Gyeonyu, Gyunyu, Gyounyu"
견율,"Gyeonyul, Gyunyul, Gyounyul"
견이,"Gyeoni, Gyuni, Gyouni"
견익,"Gyeonik, Gyunick, Gyounig"
견일,"Gyeonil, Gyunil, Gyounil"
견자,"Gyeonja, Gyunja, Gyounja"
견재,"Gyeonjae, Gyunjae, Gyounjae"
견조,"Gyeonjo, Gyunjo, Gyounjo"
견종,"Gyeonjong, Gyunjong, Gyounjong"
견주,"Gyeonjoo, Gyeonju, Gyunjoo, Gyunju, Gyounjoo, Gyounju"
견지,"Gyeonji, Gyunji, Gyounji"
견태,"Gyeontae, Gyuntae, Gyountae"
견하,"Gyeonha, Gyunha, Gyounha"
견해,"Gyeonhae, Gyunhae, Gyounhae"
견혁,"Gyeonhyeok, Gyunhyuck, Gyounhyoug"
견혜,"Gyeonhye, Gyunhye, Gyounhye"
견호,"Gyeonho, Gyunho, Gyounho"
견화,"Gyeonhwa, Gyunhoa, Gyounhoa"
견회,"Gyeonhoe, Gyunhoi, Gyounhoi"
견효,"Gyeonhyo, Gyunhyo, Gyounhyo"
견후,"Gyeonhoo, Gyeonhu, Gyunhoo, Gyunhu, Gyounhoo, Gyounhu"
견훈,"Gyeonhoon, Gyeonhun, Gyunhoon, Gyunhun, Gyounhoon, Gyounhun"
견휘,"Gyeonhwi, Gyunhwi, Gyounhwi"
견휴,"Gyeonhyu, Gyunhyu, Gyounhyu"
견희,"Gyeonhui, Gyunhui, Gyounhui"
결,"Gyeol, Gyul, Gyoul"
결가,"Gyeolga, Gyulga, Gyoulga"
결경,"Gyeolgyeong, Gyulgyung, Gyoulgyoung"
결나,"Gyeolna, Gyulna, Gyoulna"
결니,"Gyeolni, Gyulni, Gyoulni"
결도,"Gyeoldo, Gyuldo, Gyouldo"
결두,"Gyeoldwoo, Gyuldwoo, Gyouldwoo"
결랑,"Gyeolrang, Gyulrang, Gyoulrang"
결루,"Gyeolroo, Gyeolru, Gyulroo, Gyulru, Gyoulroo, Gyoulru"
결리,"Gyeolri, Gyulri, Gyoulri"
결마,"Gyeolma, Gyulma, Gyoulma"
결미,"Gyeolmi, Gyulmi, Gyoulmi"
결민,"Gyeolmin, Gyulmin, Gyoulmin"
결봉,"Gyeolbong, Gyulbong, Gyoulbong"
결비,"Gyeolbi, Gyulbi, Gyoulbi"
결사,"Gyeolsa, Gyulsa, Gyoulsa"
결상,"Gyeolsang, Gyulsang, Gyoulsang"
결생,"Gyeolsaeng, Gyulsaeng, Gyoulsaeng"
결성,"Gyeolseong, Gyulsung, Gyoulsung"
결수,"Gyeolsoo, Gyeolsu, Gyulsoo, Gyulsu, Gyoulsoo, Gyoulsu"
결실,"Gyeolsil, Gyulsil, Gyoulsil"
결심,"Gyeolsim, Gyulsim, Gyoulsim"
결아,"Gyeola, Gyula, Gyoula"
결애,"Gyeolae, Gyulae, Gyoulae"
결앵,"Gyeolaeng, Gyulaeng, Gyoulaeng"
결야,"Gyeolya, Gyulya, Gyoulya"
결여,"Gyeolyeo, Gyulyu, Gyoulyou"
결엽,"Gyeolyeob, Gyulyub, Gyoulyoub"
결영,"Gyeolyeong, Gyulyung, Gyoulyoung"
결용,"Gyeolyong, Gyulyong, Gyoulyong"
결우,"Gyeolwoo, Gyulwoo, Gyoulwoo"
결월,"Gyeolwol, Gyuluol, Gyouluol"
결유,"Gyeolyu, Gyulyu, Gyoulyu"
결음,"Gyeoleum, Gyulum, Gyoulum"
결의,"Gyeolui, Gyului, Gyoului"
결이,"Gyeoli, Gyuli, Gyouli"
결인,"Gyeolin, Gyulin, Gyoulin"
결자,"Gyeolja, Gyulja, Gyoulja"
결주,"Gyeoljoo, Gyeolju, Gyuljoo, Gyulju, Gyouljoo, Gyoulju"
결준,"Gyeoljoon, Gyeoljun, Gyuljoon, Gyuljun, Gyouljoon, Gyouljun"
결진,"Gyeoljin, Gyuljin, Gyouljin"
결찬,"Gyeolchan, Gyulchan, Gyoulchan"
결채,"Gyeolchae, Gyulchae, Gyoulchae"
결태,"Gyeoltae, Gyultae, Gyoultae"
결하,"Gyeolha, Gyulha, Gyoulha"
결학,"Gyeolhak, Gyulhack, Gyoulhag"
결해,"Gyeolhae, Gyulhae, Gyoulhae"
결행,"Gyeolhaeng, Gyulhaeng, Gyoulhaeng"
결향,"Gyeolhyang, Gyulhyang, Gyoulhyang"
결현,"Gyeolhyeon, Gyulhyun, Gyoulhyoun"
결호,"Gyeolho, Gyulho, Gyoulho"
결화,"Gyeolhwa, Gyulhoa, Gyoulhoa"
결후,"Gyeolhoo, Gyeolhu, Gyulhoo, Gyulhu, Gyoulhoo, Gyoulhu"
결휘,"Gyeolhwi, Gyulhwi, Gyoulhwi"
결희,"Gyeolhui, Gyulhui, Gyoulhui"
결히,"Gyeolhi, Gyulhi, Gyoulhi"
겸,"Gyeom, Gyum, Gyoum"
겸겸,"Gyeomgyeom, Gyumgyum, Gyoumgyoum"
겸구,"Gyeomgoo, Gyeomgu, Gyumgoo, Gyumgu, Gyoumgoo, Gyoumgu"
겸규,"Gyeomgyu, Gyumgyu, Gyoumgyu"
겸기,"Gyeomgi, Gyumgi, Gyoumgi"
겸나,"Gyeomna, Gyumna, Gyoumna"
겸녕,"Gyeomnyeong, Gyumnyung, Gyoumnyoung"
겸노,"Gyeomno, Gyumno, Gyoumno"
겸덕,"Gyeomdeok, Gyumduck, Gyoumdug"
겸도,"Gyeomdo, Gyumdo, Gyoumdo"
겸돈,"Gyeomdon, Gyumdon, Gyoumdon"
겸두,"Gyeomdwoo, Gyumdwoo, Gyoumdwoo"
겸래,"Gyeomrae, Gyumrae, Gyoumrae"
겸령,"Gyeomryeong, Gyumryung, Gyoumryoung"
겸륜,"Gyeomryun, Gyumryun, Gyoumryun"
겸률,"Gyeomryul, Gyumryul, Gyoumryul"
겸리,"Gyeomri, Gyumri, Gyoumri"
겸린,"Gyeomrin, Gyumrin, Gyoumrin"
겸림,"Gyeomrim, Gyumrim, Gyoumrim"
겸모,"Gyeommo, Gyummo, Gyoummo"
겸무,"Gyeommoo, Gyeommu, Gyummoo, Gyummu, Gyoummoo, Gyoummu"
겸문,"Gyeommoon, Gyeommun, Gyummoon, Gyummun, Gyoummoon, Gyoummun"
겸미,"Gyeommi, Gyummi, Gyoummi"
겸민,"Gyeommin, Gyummin, Gyoummin"
겸범,"Gyeombeom, Gyumbum, Gyoumbum"
겸봉,"Gyeombong, Gyumbong, Gyoumbong"
겸부,"Gyeomboo, Gyeombu, Gyumboo, Gyumbu, Gyoumboo, Gyoumbu"
겸비,"Gyeombi, Gyumbi, Gyoumbi"
겸빈,"Gyeombin, Gyumbin, Gyoumbin"
겸서,"Gyeomseo, Gyumsu, Gyoumsu"
겸선,"Gyeomseon, Gyumsun, Gyoumsun"
겸섭,"Gyeomseob, Gyumsub, Gyoumsub"
겸성,"Gyeomseong, Gyumsung, Gyoumsung"
겸세,"Gyeomse, Gyumse, Gyoumse"
겸손,"Gyeomson, Gyumson, Gyoumson"
겸송,"Gyeomsong, Gyumsong, Gyoumsong"
겸수,"Gyeomsoo, Gyeomsu, Gyumsoo, Gyumsu, Gyoumsoo, Gyoumsu"
겸순,"Gyeomsoon, Gyeomsun, Gyumsoon, Gyumsun, Gyoumsoon, Gyoumsun"
겸승,"Gyeomseung, Gyumsung, Gyoumsung"
겸식,"Gyeomsik, Gyumsick, Gyoumsig"
겸신,"Gyeomsin, Gyumsin, Gyoumsin"
겸심,"Gyeomsim, Gyumsim, Gyoumsim"
겸아,"Gyeoma, Gyuma, Gyouma"
겸열,"Gyeomyeol, Gyumyul, Gyoumyoul"
겸오,"Gyeomo, Gyumo, Gyoumo"
겸온,"Gyeomon, Gyumon, Gyoumon"
겸우,"Gyeomoo, Gyeomu, Gyumoo, Gyumu, Gyoumoo, Gyoumu"
겸원,"Gyeomwon, Gyumuon, Gyoumuon"
겸유,"Gyeomyu, Gyumyu, Gyoumyu"
겸윤,"Gyeomyun, Gyumyun, Gyoumyun"
겸율,"Gyeomyul, Gyumyul, Gyoumyul"
겸은,"Gyeomeun, Gyumun, Gyoumun"
겸을,"Gyeomeul, Gyumul, Gyoumul"
겸의,"Gyeomui, Gyumui, Gyoumui"
겸이,"Gyeomi, Gyumi, Gyoumi"
겸인,"Gyeomin, Gyumin, Gyoumin"
겸일,"Gyeomil, Gyumil, Gyoumil"
겸자,"Gyeomja, Gyumja, Gyoumja"
겸장,"Gyeomjang, Gyumjang, Gyoumjang"
겸재,"Gyeomjae, Gyumjae, Gyoumjae"
겸제,"Gyeomje, Gyumje, Gyoumje"
겸조,"Gyeomjo, Gyumjo, Gyoumjo"
겸종,"Gyeomjong, Gyumjong, Gyoumjong"
겸주,"Gyeomjoo, Gyeomju, Gyumjoo, Gyumju, Gyoumjoo, Gyoumju"
겸준,"Gyeomjoon, Gyeomjun, Gyumjoon, Gyumjun, Gyoumjoon, Gyoumjun"
겸지,"Gyeomji, Gyumji, Gyoumji"
겸진,"Gyeomjin, Gyumjin, Gyoumjin"
겸찬,"Gyeomchan, Gyumchan, Gyoumchan"
겸창,"Gyeomchang, Gyumchang, Gyoumchang"
겸채,"Gyeomchae, Gyumchae, Gyoumchae"
겸청,"Gyeomcheong, Gyumchung, Gyoumchung"
겸치,"Gyeomchi, Gyumchi, Gyoumchi"
겸탁,"Gyeomtak, Gyumtack, Gyoumtag"
겸태,"Gyeomtae, Gyumtae, Gyoumtae"
겸파,"Gyeompa, Gyumpa, Gyoumpa"
겸하,"Gyeomha, Gyumha, Gyoumha"
겸한,"Gyeomhan, Gyumhan, Gyoumhan"
겸해,"Gyeomhae, Gyumhae, Gyoumhae"
겸행,"Gyeomhaeng, Gyumhaeng, Gyoumhaeng"
겸현,"Gyeomhyeon, Gyumhyun, Gyoumhyoun"
겸호,"Gyeomho, Gyumho, Gyoumho"
겸홍,"Gyeomhong, Gyumhong, Gyoumhong"
겸화,"Gyeomhwa, Gyumhoa, Gyoumhoa"
겸환,"Gyeomhwan, Gyumhoan, Gyoumhoan"
겸회,"Gyeomhoe, Gyumhoi, Gyoumhoi"
겸후,"Gyeomhoo, Gyeomhu, Gyumhoo, Gyumhu, Gyoumhoo, Gyoumhu"
겸훈,"Gyeomhoon, Gyeomhun, Gyumhoon, Gyumhun, Gyoumhoon, Gyoumhun"
겸휘,"Gyeomhwi, Gyumhwi, Gyoumhwi"
겸희,"Gyeomhui, Gyumhui, Gyoumhui"
경,"Gyeong, Gyung, Gyoung"
경가,"Gyeongga, Gyungga, Gyoungga"
경갑,"Gyeonggab, Gyunggab, Gyounggab"
경개,"Gyeonggae, Gyunggae, Gyounggae"
경건,"Gyeonggeon, Gyunggun, Gyounggun"
경걸,"Gyeonggeol, Gyunggul, Gyounggul"
경검,"Gyeonggeom, Gyunggum, Gyounggum"
경겸,"Gyeonggyeom, Gyunggyum, Gyounggyoum"
경경,"Gyeonggyeong, Gyunggyung, Gyounggyoung"
경곤,"Gyeonggon, Gyunggon, Gyounggon"
경관,"Gyeonggwan, Gyunggoan, Gyounggoan"
경광,"Gyeonggwang, Gyunggoang, Gyounggoang"
경교,"Gyeonggyo, Gyunggyo, Gyounggyo"
경구,"Gyeonggoo, Gyeonggu, Gyunggoo, Gyunggu, Gyounggoo, Gyounggu"
경국,"Gyeonggook, Gyeongguk, Gyunggoock, Gyungguck, Gyounggoog, Gyounggug"
경군,"Gyeonggoon, Gyeonggun, Gyunggoon, Gyunggun, Gyounggoon, Gyounggun"
경권,"Gyeonggwon, Gyungguon, Gyoungguon"
경귀,"Gyeonggwi, Gyunggwi, Gyounggwi"
경규,"Gyeonggyu, Gyunggyu, Gyounggyu"
경균,"Gyeonggyun, Gyunggyun, Gyounggyun"
경극,"Gyeonggeuk, Gyungguck, Gyounggug"
경근,"Gyeonggeun, Gyunggun, Gyounggun"
경금,"Gyeonggeum, Gyunggum, Gyounggum"
경기,"Gyeonggi, Gyunggi, Gyounggi"
경길,"Gyeonggil, Gyunggil, Gyounggil"
경나,"Gyeongna, Gyungna, Gyoungna"
경낙,"Gyeongnak, Gyungnack, Gyoungnag"
경난,"Gyeongnan, Gyungnan, Gyoungnan"
경남,"Gyeongnam, Gyungnam, Gyoungnam"
경낭,"Gyeongnang, Gyungnang, Gyoungnang"
경내,"Gyeongnae, Gyungnae, Gyoungnae"
경녀,"Gyeongnyeo, Gyungnyu, Gyoungnyou"
경년,"Gyeongnyeon, Gyungnyun, Gyoungnyoun"
경녕,"Gyeongnyeong, Gyungnyung, Gyoungnyoung"
경노,"Gyeongno, Gyungno, Gyoungno"
경녹,"Gyeongnok, Gyungnock, Gyoungnog"
경논,"Gyeongnon, Gyungnon, Gyoungnon"
경님,"Gyeongnim, Gyungnim, Gyoungnim"
경다,"Gyeongda, Gyungda, Gyoungda"
경단,"Gyeongdan, Gyungdan, Gyoungdan"
경달,"Gyeongdal, Gyungdal, Gyoungdal"
경담,"Gyeongdam, Gyungdam, Gyoungdam"
경대,"Gyeongdae, Gyungdae, Gyoungdae"
경덕,"Gyeongdeok, Gyungduck, Gyoungdug"
경도,"Gyeongdo, Gyungdo, Gyoungdo"
경돈,"Gyeongdon, Gyungdon, Gyoungdon"
경동,"Gyeongdong, Gyungdong, Gyoungdong"
경두,"Gyeongdwoo, Gyungdwoo, Gyoungdwoo"
경득,"Gyeongdeuk, Gyungduck, Gyoungdug"
경등,"Gyeongdeung, Gyungdung, Gyoungdung"
경라,"Gyeongra, Gyungra, Gyoungra"
경락,"Gyeongrak, Gyungrack, Gyoungrag"
경란,"Gyeongran, Gyungran, Gyoungran"
경람,"Gyeongram, Gyungram, Gyoungram"
경랑,"Gyeongrang, Gyungrang, Gyoungrang"
경래,"Gyeongrae, Gyungrae, Gyoungrae"
경량,"Gyeongryang, Gyungryang, Gyoungryang"
경려,"Gyeongryeo, Gyungryu, Gyoungryou"
경련,"Gyeongryeon, Gyungryun, Gyoungryoun"
경렬,"Gyeongryeol, Gyungryul, Gyoungryoul"
경령,"Gyeongryeong, Gyungryung, Gyoungryoung"
경례,"Gyeongrye, Gyungrye, Gyoungrye"
경로,"Gyeongro, Gyungro, Gyoungro"
경록,"Gyeongrok, Gyungrock, Gyoungrog"
경룡,"Gyeongryong, Gyungryong, Gyoungryong"
경루,"Gyeongroo, Gyeongru, Gyungroo, Gyungru, Gyoungroo, Gyoungru"
경륜,"Gyeongryun, Gyungryun, Gyoungryun"
경률,"Gyeongryul, Gyungryul, Gyoungryul"
경리,"Gyeongri, Gyungri, Gyoungri"
경린,"Gyeongrin, Gyungrin, Gyoungrin"
경림,"Gyeongrim, Gyungrim, Gyoungrim"
경립,"Gyeongrib, Gyungrib, Gyoungrib"
경만,"Gyeongman, Gyungman, Gyoungman"
경매,"Gyeongmae, Gyungmae, Gyoungmae"
경면,"Gyeongmyeon, Gyungmyun, Gyoungmyoun"
경명,"Gyeongmyeong, Gyungmyung, Gyoungmyoung"
경모,"Gyeongmo, Gyungmo, Gyoungmo"
경목,"Gyeongmok, Gyungmock, Gyoungmog"
경묘,"Gyeongmyo, Gyungmyo, Gyoungmyo"
경무,"Gyeongmoo, Gyeongmu, Gyungmoo, Gyungmu, Gyoungmoo, Gyoungmu"
경묵,"Gyeongmook, Gyeongmuk, Gyungmoock, Gyungmuck, Gyoungmoog, Gyoungmug"
경문,"Gyeongmoon, Gyeongmun, Gyungmoon, Gyungmun, Gyoungmoon, Gyoungmun"
경미,"Gyeongmi, Gyungmi, Gyoungmi"
경민,"Gyeongmin, Gyungmin, Gyoungmin"
경박,"Gyeongbak, Gyungback, Gyoungbag"
경방,"Gyeongbang, Gyungbang, Gyoungbang"
경배,"Gyeongbae, Gyungbae, Gyoungbae"
경백,"Gyeongbaek, Gyungbaeck, Gyoungbaeg"
경범,"Gyeongbeom, Gyungbum, Gyoungbum"
경병,"Gyeongbyeong, Gyungbyung, Gyoungbyoung"
경보,"Gyeongbo, Gyungbo, Gyoungbo"
경복,"Gyeongbok, Gyungbock, Gyoungbog"
경본,"Gyeongbon, Gyungbon, Gyoungbon"
경봉,"Gyeongbong, Gyungbong, Gyoungbong"
경부,"Gyeongboo, Gyeongbu, Gyungboo, Gyungbu, Gyoungboo, Gyoungbu"
경분,"Gyeongboon, Gyeongbun, Gyungboon, Gyungbun, Gyoungboon, Gyoungbun"
경빈,"Gyeongbin, Gyungbin, Gyoungbin"
경빛,"Gyeongbich, Gyungbich, Gyoungbich"
경사,"Gyeongsa, Gyungsa, Gyoungsa"
경산,"Gyeongsan, Gyungsan, Gyoungsan"
경삼,"Gyeongsam, Gyungsam, Gyoungsam"
경상,"Gyeongsang, Gyungsang, Gyoungsang"
경생,"Gyeongsaeng, Gyungsaeng, Gyoungsaeng"
경서,"Gyeongseo, Gyungsu, Gyoungsu"
경석,"Gyeongseok, Gyungsuck, Gyoungsug"
경선,"Gyeongseon, Gyungsun, Gyoungsun"
경설,"Gyeongseol, Gyungsul, Gyoungsul"
경섭,"Gyeongseob, Gyungsub, Gyoungsub"
경성,"Gyeongseong, Gyungsung, Gyoungsung"
경세,"Gyeongse, Gyungse, Gyoungse"
경소,"Gyeongso, Gyungso, Gyoungso"
경손,"Gyeongson, Gyungson, Gyoungson"
경송,"Gyeongsong, Gyungsong, Gyoungsong"
경수,"Gyeongsoo, Gyeongsu, Gyungsoo, Gyungsu, Gyoungsoo, Gyoungsu"
경숙,"Gyeongsook, Gyeongsuk, Gyungsoock, Gyungsuck, Gyoungsoog, Gyoungsug"
경순,"Gyeongsoon, Gyeongsun, Gyungsoon, Gyungsun, Gyoungsoon, Gyoungsun"
경술,"Gyeongsool, Gyeongsul, Gyungsool, Gyungsul, Gyoungsool, Gyoungsul"
경습,"Gyeongseub, Gyungsub, Gyoungsub"
경승,"Gyeongseung, Gyungsung, Gyoungsung"
경시,"Gyeongsi, Gyungsi, Gyoungsi"
경식,"Gyeongsik, Gyungsick, Gyoungsig"
경신,"Gyeongsin, Gyungsin, Gyoungsin"
경실,"Gyeongsil, Gyungsil, Gyoungsil"
경심,"Gyeongsim, Gyungsim, Gyoungsim"
경아,"Gyeonga, Gyunga, Gyounga"
경안,"Gyeongan, Gyungan, Gyoungan"
경암,"Gyeongam, Gyungam, Gyoungam"
경애,"Gyeongae, Gyungae, Gyoungae"
경양,"Gyeongyang, Gyungyang, Gyoungyang"
경언,"Gyeongeon, Gyungun, Gyoungun"
경업,"Gyeongeob, Gyungub, Gyoungub"
경여,"Gyeongyeo, Gyungyu, Gyoungyou"
경연,"Gyeongyeon, Gyungyun, Gyoungyoun"
경열,"Gyeongyeol, Gyungyul, Gyoungyoul"
경엽,"Gyeongyeob, Gyungyub, Gyoungyoub"
경영,"Gyeongyeong, Gyungyung, Gyoungyoung"
경예,"Gyeongye, Gyungye, Gyoungye"
경오,"Gyeongo, Gyungo, Gyoungo"
경옥,"Gyeongok, Gyungock, Gyoungog"
경온,"Gyeongon, Gyungon, Gyoungon"
경완,"Gyeongwan, Gyungoan, Gyoungoan"
경외,"Gyeongoe, Gyungoi, Gyoungoi"
경요,"Gyeongyo, Gyungyo, Gyoungyo"
경용,"Gyeongyong, Gyungyong, Gyoungyong"
경우,"Gyeongoo, Gyeongu, Gyungoo, Gyungu, Gyoungoo, Gyoungu"
경욱,"Gyeongook, Gyeonguk, Gyungoock, Gyunguck, Gyoungoog, Gyoungug"
경운,"Gyeongoon, Gyeongun, Gyungoon, Gyungun, Gyoungoon, Gyoungun"
경울,"Gyeongool, Gyeongul, Gyungool, Gyungul, Gyoungool, Gyoungul"
경웅,"Gyeongoong, Gyeongung, Gyungoong, Gyungung, Gyoungoong, Gyoungung"
경원,"Gyeongwon, Gyunguon, Gyounguon"
경월,"Gyeongwol, Gyunguol, Gyounguol"
경위,"Gyeongwi, Gyungwi, Gyoungwi"
경유,"Gyeongyu, Gyungyu, Gyoungyu"
경윤,"Gyeongyun, Gyungyun, Gyoungyun"
경율,"Gyeongyul, Gyungyul, Gyoungyul"
경은,"Gyeongeun, Gyungun, Gyoungun"
경을,"Gyeongeul, Gyungul, Gyoungul"
경음,"Gyeongeum, Gyungum, Gyoungum"
경읍,"Gyeongeub, Gyungub, Gyoungub"
경의,"Gyeongui, Gyungui, Gyoungui"
경이,"Gyeongi, Gyungi, Gyoungi"
경익,"Gyeongik, Gyungick, Gyoungig"
경인,"Gyeongin, Gyungin, Gyoungin"
경일,"Gyeongil, Gyungil, Gyoungil"
경임,"Gyeongim, Gyungim, Gyoungim"
경입,"Gyeongib, Gyungib, Gyoungib"
경자,"Gyeongja, Gyungja, Gyoungja"
경작,"Gyeongjak, Gyungjack, Gyoungjag"
경장,"Gyeongjang, Gyungjang, Gyoungjang"
경재,"Gyeongjae, Gyungjae, Gyoungjae"
경전,"Gyeongjeon, Gyungjun, Gyoungjun"
경점,"Gyeongjeom, Gyungjum, Gyoungjum"
경정,"Gyeongjeong, Gyungjung, Gyoungjung"
경제,"Gyeongje, Gyungje, Gyoungje"
경조,"Gyeongjo, Gyungjo, Gyoungjo"
경종,"Gyeongjong, Gyungjong, Gyoungjong"
경주,"Gyeongjoo, Gyeongju, Gyungjoo, Gyungju, Gyoungjoo, Gyoungju"
경죽,"Gyeongjook, Gyeongjuk, Gyungjoock, Gyungjuck, Gyoungjoog, Gyoungjug"
경준,"Gyeongjoon, Gyeongjun, Gyungjoon, Gyungjun, Gyoungjoon, Gyoungjun"
경중,"Gyeongjoong, Gyeongjung, Gyungjoong, Gyungjung, Gyoungjoong, Gyoungjung"
경지,"Gyeongji, Gyungji, Gyoungji"
경직,"Gyeongjik, Gyungjick, Gyoungjig"
